flux1:, 0.15, 5.660342381518639e-6
flux1:, 0.1504008016032064, 6.153790425256656e-6
flux1:, 0.1508016032064128, 6.530905542522174e-6
flux1:, 0.15120240480961922, 6.827474595591308e-6
flux1:, 0.15160320641282563, 7.125296416637538e-6
flux1:, 0.15200400801603203, 7.5292985885498426e-6
flux1:, 0.15240480961923844, 8.134467559142675e-6
flux1:, 0.15280561122244485, 8.993275413615616e-6
flux1:, 0.15320641282565126, 1.0095107230531562e-5
flux1:, 0.15360721442885766, 1.1366019043294432e-5
flux1:, 0.15400801603206407, 1.2690743716602346e-5
flux1:, 0.15440881763527048, 1.3951183788076921e-5
flux1:, 0.1548096192384769, 1.5069286591462634e-5
flux1:, 0.1552104208416833, 1.6039548192723725e-5
flux1:, 0.1556112224448897, 1.693870164219603e-5
flux1:, 0.1560120240480961, 1.7907033657318865e-5
flux1:, 0.15641282565130252, 1.910521501924483e-5
flux1:, 0.15681362725450892, 2.0659423700937315e-5
flux1:, 0.15721442885771533, 2.2612718133141406e-5
flux1:, 0.15761523046092174, 2.489995811361421e-5
flux1:, 0.15801603206412815, 2.735682929883536e-5
flux1:, 0.15841683366733456, 2.9762577693509648e-5
flux1:, 0.15881763527054096, 3.190440214824873e-5
flux1:, 0.15921843687374737, 3.364310561934388e-5
flux1:, 0.15961923847695378, 3.495773667870577e-5
flux1:, 0.1600200400801602, 3.595269593214136e-5
flux1:, 0.1604208416833666, 3.68226861791405e-5
flux1:, 0.160821643286573, 3.778522799591229e-5
flux1:, 0.1612224448897794, 3.900238995048665e-5
flux1:, 0.16162324649298582, 4.051853529833191e-5
flux1:, 0.16202404809619222, 4.2236976448670665e-5
flux1:, 0.16242484969939863, 4.394620209543203e-5
flux1:, 0.16282565130260504, 4.5389542292220476e-5
flux1:, 0.16322645290581145, 4.6356391442551104e-5
flux1:, 0.16362725450901786, 4.676406509560993e-5
flux1:, 0.16402805611222426, 4.670068120543773e-5
flux1:, 0.16442885771543067, 4.6411356230545143e-5
flux1:, 0.16482965931863708, 4.622896719946336e-5
flux1:, 0.16523046092184349, 4.647047705235502e-5
flux1:, 0.1656312625250499, 4.73333750086389e-5
flux1:, 0.1660320641282563, 4.882890974071655e-5
flux1:, 0.1664328657314627, 5.07779831027757e-5
flux1:, 0.16683366733466912, 5.2874839914614065e-5
flux1:, 0.16723446893787552, 5.4799799928411266e-5
flux1:, 0.16763527054108193, 5.63435816451738e-5
flux1:, 0.16803607214428834, 5.749931491732632e-5
flux1:, 0.16843687374749475, 5.848726325761719e-5
flux1:, 0.16883767535070116, 5.9699397366580144e-5
flux1:, 0.16923847695390756, 6.157920055598351e-5
flux1:, 0.16963927855711397, 6.447667313043354e-5
flux1:, 0.17004008016032038, 6.853030078664231e-5
flux1:, 0.17044088176352679, 7.362159882454435e-5
flux1:, 0.1708416833667332, 7.94246946975471e-5
flux1:, 0.1712424849699396, 8.554043581300172e-5
flux1:, 0.171643286573146, 9.167295585182331e-5
flux1:, 0.17204408817635242, 9.778806686974911e-5
